id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
2629,Taiwan,Taipei_City,145198,98795,51545,9652,9436,10061,4220,1999-03-15,1.6582573663341151,2.124440670053682
2630,Canada,Vancouver,309892,90534,52990,3239,11354,8428,4922,1999-02-01,1.763269541791821,-1.335127450431743
2631,France,Lyon,9437,4817,2615,101,863,138,197,1999-05-10,0.1225354025007818,2.243434500939372
2632,Germany,Munich,13088,812,451,37,140,65,512,1998-08-29,1.3304192527089729,0.9162062377984492
2633,France,Marseille,18175,4949,2430,109,797,698,638,1998-12-31,3.0758159318117744,0.8224238495790386
2634,Germany,Munich,167041,146748,75504,13822,14256,8247,2986,1999-04-23,1.3304192527089729,0.9162062377984492
2635,Brazil,Brasilia,857622,428203,189069,36740,69562,34051,11019,1998-07-29,-0.4958311887247957,4.486676700154028
2636,Russia,Siberia_Zone,4419874,3811844,2460326,121945,569212,460690,178530,1998-09-17,61.0137,99.1967
2637,France,Marseille,371427,331643,161904,8341,36815,34062,13676,1998-08-20,3.0758159318117744,0.8224238495790386
2638,Canada,Montreal,6690,1765,739,85,292,194,944,1999-05-30,3.577033218814007,0.0643706388332788
2639,Germany,Berlin,306679,263964,156520,14744,39002,20490,9020,1999-05-29,52.52,13.405
2640,UK,Manchester,771642,482272,370948,24940,54743,10987,6092,1999-05-10,-0.1633074596956526,5.456915438611025
2641,Australia,Melbourne,57346,29669,22327,2217,3115,498,1488,1998-12-26,2.2429425392786246,-0.2182463403309512
2642,UK,Birmingham,86823,33476,24750,2869,5563,2431,680,1999-01-27,-2.8500477535126296,3.283220170509705
2643,USA,Raccoon_City,1002059,240873,121945,6207,13210,28321,9707,1998-09-20,38.8333,-97.5333
2644,Russia,Moscow,120185,45651,24670,2779,3309,6317,2071,1998-11-23,-3.1270639264667555,0.5501745696793509
2645,Russia,Vladivostok,199126,123735,86254,8117,7743,13999,5866,1998-08-27,43.1155,131.8853
2646,UK,Manchester,78329,27056,12375,948,5116,473,1249,1998-07-23,-0.1633074596956526,5.456915438611025
2647,Taiwan,Hualien_County,1491376,500329,335577,18245,35217,36594,22269,1999-05-23,2.595969444828932,-2.4187338956450457
2648,Brazil,Rio_de_Janeiro,8389,4340,2029,301,585,321,1051,1999-01-06,1.69863980297128,-0.1445188229842225
2649,France,Paris_District,96169,4228,1778,101,742,185,635,1999-02-02,1.1184999132560782,0.2466954433440331
2650,Canada,Toronto,62453,36326,16188,1494,5075,1315,2060,1998-10-10,-2.097557183413056,-0.6387742714220199
2651,Russia,Siberia_Zone,51857,14447,9646,438,1193,1506,1144,1998-09-19,61.0137,99.1967
2652,UK,Manchester,16519,7730,4766,480,847,1133,680,1999-04-15,-0.1633074596956526,5.456915438611025
2653,UK,Manchester,2284811,1800272,992216,158132,320572,91513,84091,1998-05-31,-0.1633074596956526,5.456915438611025
2654,Brazil,Sao_Paulo,79538,59888,41235,2182,10531,8871,2149,1999-03-22,-23.5505,-46.6333
2655,Brazil,Brasilia,38852,10793,7943,382,1902,477,509,1998-07-30,-0.4958311887247957,4.486676700154028
2656,Japan,Hokkaido,796006,38794,15703,1483,5068,1174,2000,1998-09-05,0.8748241824825881,-0.4771821068560608
2657,Japan,Osaka,160894,57937,44460,5139,7057,7447,2903,1999-01-22,1.5102506162201896,-3.245233909150882
2658,Taiwan,Hualien_County,5665,636,463,17,70,75,932,1998-06-05,2.595969444828932,-2.4187338956450457
2659,Taiwan,Taichung_City,3947,1622,984,26,119,199,148,1999-04-01,-2.604738557508256,7.177168990234618
2660,USA,Texas,123144,96878,47087,1135,6344,14500,3456,1999-02-04,-0.3616082962495004,-1.7712103761382976
2661,Taiwan,Tainan_City,472303,145641,113602,11043,12016,15861,5996,1998-11-29,-1.3817801379542258,-6.823508848071515
2662,Germany,Hamburg,135557,104668,69578,3843,8199,5278,5034,1998-12-19,-3.9938192044018974,-2.733540311293427
2663,Brazil,Rio_de_Janeiro,9830,9049,3712,799,1665,1016,622,1998-12-14,1.69863980297128,-0.1445188229842225
2664,Canada,Vancouver,1046980,674673,388025,45238,108399,100076,31438,1999-05-04,1.763269541791821,-1.335127450431743
2665,Germany,Berlin,33733,27237,18410,400,2655,3575,1848,1999-02-22,52.52,13.405
2666,France,Paris_District,11574873,9268481,6529285,658003,1139511,328168,347133,1998-12-23,1.1184999132560782,0.2466954433440331
2667,UK,Manchester,117682,2333,1695,23,377,85,304,1998-05-21,-0.1633074596956526,5.456915438611025
2668,Taiwan,Taipei_City,438409,275941,208805,14939,49751,22347,10055,1998-08-04,1.6582573663341151,2.124440670053682
2669,UK,Birmingham,1519007,1112811,807760,62939,111073,98951,12595,1998-06-20,-2.8500477535126296,3.283220170509705
2670,Russia,Moscow,279759,118208,68780,2963,15775,16632,4795,1999-04-02,-3.1270639264667555,0.5501745696793509
2671,USA,Texas,144615,116228,82895,4175,9421,8915,4061,1999-03-07,-0.3616082962495004,-1.7712103761382976
2672,Russia,Saint_Petersburg,702995,443736,249690,19671,29751,37188,14480,1999-05-15,1.7025554541757133,0.217036944873728
2673,USA,Texas,89477,58242,28890,911,5016,6614,1417,1999-05-23,-0.3616082962495004,-1.7712103761382976
2674,Japan,Hokkaido,241857,93854,47898,3323,13175,8223,3535,1998-07-01,0.8748241824825881,-0.4771821068560608
2675,UK,Edinburgh,112345,94337,70976,3934,6190,6722,3127,1999-04-08,0.6060610566215301,-4.154607930958573
2676,USA,New_York,175464,63271,41108,5682,4456,6574,1193,1998-09-30,40.7128,-74.006
2677,Antarctica,Rockfort_Island,863774,121049,63515,8700,14856,14925,3127,1998-12-10,-67.6167,62.8667
2678,Antarctica,Base_Omega,14998,4487,2538,388,748,153,526,1998-09-19,1.3325999520384384,-2.381827186590709
2679,Antarctica,Rockfort_Island,65163,24884,12389,1002,1589,2211,1079,1998-06-10,-67.6167,62.8667
2680,Australia,Brisbane,59717,42707,26471,4136,3210,2027,2860,1998-10-13,-0.8665823898368763,9.314114221014716
2681,Germany,Hamburg,1157746,96784,40998,5402,5805,1528,3603,1998-11-06,-3.9938192044018974,-2.733540311293427
2682,USA,Raccoon_City,125591,78602,60844,2029,9452,9184,4215,1999-02-21,38.8333,-97.5333
2683,USA,Florida,25945,12637,6884,710,1880,1585,973,1998-06-14,0.0736648847716987,-8.521986977221632
2684,Germany,Berlin,3639,1096,654,82,202,117,516,1998-11-24,52.52,13.405
2685,UK,Birmingham,1596818,600078,453057,54511,45336,59803,12956,1999-05-17,-2.8500477535126296,3.283220170509705
2686,UK,Edinburgh,158108,104934,74586,2822,18401,12371,3655,1998-08-04,0.6060610566215301,-4.154607930958573
2687,Antarctica,Base_Echo,110599,63221,38553,2848,8846,6380,2280,1999-01-30,-2.0507635900375054,3.689084456104984
2688,Germany,Berlin,136289,9368,6360,542,1744,529,402,1999-02-17,52.52,13.405
2689,Antarctica,Base_Echo,1511534,143925,62009,13560,16345,13172,3486,1998-12-21,-2.0507635900375054,3.689084456104984
2690,Russia,Saint_Petersburg,389054,259972,176375,7680,28528,29672,6320,1999-04-06,1.7025554541757133,0.217036944873728
2691,Australia,Brisbane,4237,3541,1787,296,381,505,622,1998-11-23,-0.8665823898368763,9.314114221014716
2692,Canada,Montreal,531537,81743,58074,939,12647,5168,3596,1998-05-26,3.577033218814007,0.0643706388332788
2693,France,Marseille,5113,2893,1716,202,227,131,209,1999-04-15,3.0758159318117744,0.8224238495790386
2694,Australia,Sydney,679100,133460,62161,5651,8564,19141,2852,1999-04-25,-33.8688,151.2093
2695,UK,Birmingham,65014,60806,40415,4744,6701,7944,3808,1998-11-23,-2.8500477535126296,3.283220170509705
2696,Canada,Montreal,708711,423219,209633,5999,45190,25583,9083,1999-05-16,3.577033218814007,0.0643706388332788
2697,Japan,Tokyo,811708,629936,502673,62284,48340,15626,29675,1998-09-18,35.6895,139.6917
2698,Taiwan,Tainan_City,46825,12922,9106,815,895,1473,1171,1999-04-12,-1.3817801379542258,-6.823508848071515
2699,Antarctica,Rockfort_Island,158140,50939,29918,671,3030,4198,2420,1998-07-26,-67.6167,62.8667
2700,USA,New_York,257533,35872,16430,618,2341,1359,1684,1999-05-14,40.7128,-74.006
2701,Germany,Munich,38745,25025,19038,1298,3948,1313,1884,1998-08-06,1.3304192527089729,0.9162062377984492
2702,Germany,Frankfurt,38118,35543,21469,2622,2805,2815,1835,1998-05-23,-4.724921723598893,2.452041664770111
2703,USA,Raccoon_City,402557,187771,115485,12185,12281,27219,6934,1999-01-05,38.8333,-97.5333
2704,Antarctica,Base_Echo,2107211,194959,118767,4592,18426,13315,6782,1999-04-29,-2.0507635900375054,3.689084456104984
2705,Taiwan,Kaohsiung_City,16324,221,125,15,18,17,746,1999-01-05,-1.4187478369460782,0.4236305691145081
2706,France,Lyon,451762,304184,190120,24674,15321,16745,8552,1998-09-25,0.1225354025007818,2.243434500939372
2707,Taiwan,Taipei_City,101977,17444,12058,1650,1845,357,979,1998-06-23,1.6582573663341151,2.124440670053682
2708,Canada,Montreal,629959,559191,333734,46498,28764,77613,18607,1999-03-11,3.577033218814007,0.0643706388332788
2709,Taiwan,Kaohsiung_City,409350,285594,178937,6155,15609,40787,12150,1998-06-08,-1.4187478369460782,0.4236305691145081
2710,Canada,Ottawa,302466,53967,30124,2414,8959,7736,1186,1999-03-30,1.480608918212311,-1.9217980547608868
2711,Taiwan,Tainan_City,9677,8296,5027,576,820,453,628,1998-12-04,-1.3817801379542258,-6.823508848071515
2712,France,Bordeaux,6864908,1449227,640621,139691,166456,119795,70772,1999-04-12,1.1704801824038549,-1.967857959836668
2713,France,Paris_District,134229,121832,71337,1726,17207,13849,2877,1998-12-23,1.1184999132560782,0.2466954433440331
2714,UK,Birmingham,93805,25661,15915,2412,2096,3031,956,1999-03-21,-2.8500477535126296,3.283220170509705
2715,USA,Illinois,641336,76833,61398,4516,12412,6498,1949,1999-03-20,-0.1071992535331094,-2.5699940756529567
2716,France,Paris_District,4586,2489,1781,174,269,236,328,1999-04-08,1.1184999132560782,0.2466954433440331
2717,Canada,Montreal,776939,439736,245197,10645,82113,9803,6343,1999-02-01,3.577033218814007,0.0643706388332788
2718,France,Bordeaux,1149618,686707,500359,39923,42777,15086,12248,1998-12-11,1.1704801824038549,-1.967857959836668
2719,UK,London_City,14424,3730,2702,211,310,361,413,1998-09-21,51.5074,-0.1278
2720,Germany,Frankfurt,373792,132084,72473,5389,6960,3602,4692,1999-02-12,-4.724921723598893,2.452041664770111
2721,Canada,Vancouver,140878,132714,105109,4731,8577,13922,3009,1998-11-27,1.763269541791821,-1.335127450431743
2722,UK,London_City,351652,133626,77779,10090,16081,18078,6244,1998-10-01,51.5074,-0.1278
2723,Russia,Siberia_Zone,8652,846,658,72,102,110,567,1999-01-14,61.0137,99.1967
2724,Russia,Siberia_Zone,1980081,802925,437482,39997,61423,69435,11640,1998-12-13,61.0137,99.1967
2725,Japan,Osaka,660677,120135,92093,7935,14383,5059,2801,1998-07-21,1.5102506162201896,-3.245233909150882
2726,Taiwan,Kaohsiung_City,20720,2943,1195,276,369,66,261,1999-05-12,-1.4187478369460782,0.4236305691145081
2727,USA,Florida,60591,22052,12097,2092,4403,3238,1736,1999-05-07,0.0736648847716987,-8.521986977221632
2728,Brazil,Rio_de_Janeiro,1259386,412228,254654,37809,81523,45952,17263,1999-05-26,1.69863980297128,-0.1445188229842225
2729,Australia,Sydney,338977,37889,29744,3604,6588,3983,1137,1998-07-27,-33.8688,151.2093
2730,UK,Edinburgh,44791,762,385,36,145,110,678,1999-03-05,0.6060610566215301,-4.154607930958573
2731,Germany,Hamburg,250300,150616,91834,11593,25456,14235,3308,1998-05-04,-3.9938192044018974,-2.733540311293427
2732,Australia,Sydney,74701,17055,10591,977,2061,2088,1190,1998-10-20,-33.8688,151.2093
2733,Germany,Munich,14869,12101,6484,950,985,898,541,1998-06-01,1.3304192527089729,0.9162062377984492
2734,Australia,Perth,102752,30269,13499,2552,5210,2901,1234,1998-12-20,-2.3821152566781127,0.315955519096403
2735,UK,Birmingham,424615,220051,158275,14642,22977,19146,7386,1998-12-12,-2.8500477535126296,3.283220170509705
2736,Brazil,Brasilia,43854,9256,6168,120,1036,402,401,1999-04-04,-0.4958311887247957,4.486676700154028
2737,Australia,Sydney,463556,81773,38643,6536,12433,3893,4604,1998-11-22,-33.8688,151.2093
2738,UK,Manchester,1034698,928743,474920,92459,173829,43736,42344,1998-08-10,-0.1633074596956526,5.456915438611025
2739,France,Paris_District,717978,462394,220670,35255,46302,5752,20794,1998-06-27,1.1184999132560782,0.2466954433440331
2740,Brazil,Brasilia,417588,376744,188513,4567,70191,52234,6150,1999-01-24,-0.4958311887247957,4.486676700154028
2741,Canada,Montreal,14836,2831,1548,223,515,207,929,1998-09-27,3.577033218814007,0.0643706388332788
2742,Germany,Hamburg,97037,69052,39513,4252,11684,4215,1938,1999-01-07,-3.9938192044018974,-2.733540311293427
2743,Russia,Saint_Petersburg,242843,51759,39620,4511,9035,1296,1572,1998-06-13,1.7025554541757133,0.217036944873728
2744,Taiwan,Taichung_City,147480,105001,59184,2595,11092,3141,3849,1998-05-30,-2.604738557508256,7.177168990234618
2745,Russia,Moscow,788599,622385,373408,53253,91640,39680,14563,1998-05-12,-3.1270639264667555,0.5501745696793509
2746,Brazil,Brasilia,134865,27460,21846,2605,5259,2754,1046,1998-05-14,-0.4958311887247957,4.486676700154028
2747,Canada,Toronto,1312407,458110,193590,23982,79355,67829,16093,1999-02-16,-2.097557183413056,-0.6387742714220199
2748,Germany,Munich,965285,555628,278089,28680,44438,6863,7585,1998-06-14,1.3304192527089729,0.9162062377984492
2749,Canada,Montreal,61445,53156,40375,4021,10171,1552,2137,1998-11-16,3.577033218814007,0.0643706388332788
2750,Australia,Melbourne,16524,445,200,17,86,35,388,1998-05-24,2.2429425392786246,-0.2182463403309512
2751,Germany,Munich,888019,471292,291517,40183,85882,45607,22467,1999-01-06,1.3304192527089729,0.9162062377984492
2752,Australia,Perth,2051417,269245,168901,23325,50872,35151,4977,1998-08-27,-2.3821152566781127,0.315955519096403
2753,UK,Manchester,82968,33511,25269,2245,5269,4646,1131,1999-05-22,-0.1633074596956526,5.456915438611025
2754,Brazil,Brasilia,381294,193618,149958,11055,19005,24062,7882,1998-07-17,-0.4958311887247957,4.486676700154028
2755,Antarctica,Rockfort_Island,1063634,797850,486455,68166,62133,56128,21963,1998-12-28,-67.6167,62.8667
2756,UK,Manchester,9643,9143,5908,238,1205,270,648,1998-11-19,-0.1633074596956526,5.456915438611025
2757,Japan,Kyoto,3421800,1821616,1024261,38099,174147,27607,21387,1998-12-23,-0.6353533556324394,-4.121988575775276
2758,Canada,Vancouver,81305,33313,14874,444,3051,3324,1752,1999-02-18,1.763269541791821,-1.335127450431743
2759,Antarctica,Base_Omega,3833806,1850731,1431082,18881,224933,276766,69582,1999-04-13,1.3325999520384384,-2.381827186590709
2760,Australia,Perth,743477,425323,202628,29628,22902,39449,21115,1998-07-26,-2.3821152566781127,0.315955519096403
2761,France,Bordeaux,325432,26335,15588,775,4019,955,1551,1998-11-26,1.1704801824038549,-1.967857959836668
2762,UK,Edinburgh,4823964,334035,207713,29028,40493,34903,4518,1999-01-31,0.6060610566215301,-4.154607930958573
2763,Japan,Akita_Pref,322415,105541,56510,4930,16017,5618,3885,1998-08-05,-2.265945629067376,2.5379745781799965
2764,USA,Florida,2052157,117421,82461,7779,17897,7500,2753,1998-05-02,0.0736648847716987,-8.521986977221632
2765,Antarctica,Rockfort_Island,760372,358136,243748,25529,32877,48654,15629,1998-12-15,-67.6167,62.8667
2766,Russia,Vladivostok,66350,16306,7965,1000,1563,2386,1490,1998-12-29,43.1155,131.8853
2767,Germany,Hamburg,20849,1061,617,22,79,148,348,1999-01-13,-3.9938192044018974,-2.733540311293427
2768,Japan,Akita_Pref,2556733,126800,95685,5642,14974,1438,6631,1998-06-11,-2.265945629067376,2.5379745781799965
2769,Brazil,Amazon_Region,210031,81875,51758,1262,16119,6877,2958,1998-11-29,-1.93727713348161,-3.219104847382798
2770,Antarctica,Rockfort_Island,616379,194298,95832,5203,32233,26228,6323,1999-02-20,-67.6167,62.8667
2771,UK,Birmingham,410804,317924,159677,13990,18107,5625,7760,1999-05-28,-2.8500477535126296,3.283220170509705
2772,Brazil,Sao_Paulo,454957,56885,33855,4328,5569,5456,1684,1999-05-21,-23.5505,-46.6333
2773,Russia,Vladivostok,732107,19752,14537,1109,1667,1326,1621,1998-05-03,43.1155,131.8853
2774,France,Lyon,148292,8631,4229,635,779,203,477,1998-05-16,0.1225354025007818,2.243434500939372
2775,Canada,Montreal,3241608,1024804,478510,60170,138347,13561,13238,1999-05-23,3.577033218814007,0.0643706388332788
2776,Canada,Vancouver,1866758,1076129,578640,13412,87255,125997,50393,1999-02-03,1.763269541791821,-1.335127450431743
2777,Brazil,Brasilia,68037,32362,13712,1771,2225,3196,1041,1998-08-10,-0.4958311887247957,4.486676700154028
2778,Australia,Brisbane,67015,36317,27508,798,4620,1935,1038,1998-07-16,-0.8665823898368763,9.314114221014716
2779,France,Lyon,19263,11478,6802,991,1861,750,958,1999-05-25,0.1225354025007818,2.243434500939372
2780,Canada,Ottawa,6774016,1996214,1512493,129976,328080,88747,39307,1998-11-18,1.480608918212311,-1.9217980547608868
2781,France,Marseille,90182,77873,49898,5208,12250,3137,3543,1998-06-24,3.0758159318117744,0.8224238495790386
2782,Japan,Okinawa,467129,4423,3097,288,481,511,409,1998-11-25,-0.7058126639679835,7.705785461881211
2783,France,Paris_District,69544,11894,5775,598,2341,1311,1140,1999-05-27,1.1184999132560782,0.2466954433440331
2784,Taiwan,Tainan_City,372730,228910,96399,7853,37283,24827,3580,1999-03-25,-1.3817801379542258,-6.823508848071515
2785,Russia,Moscow,838029,774639,458532,20690,50523,95198,29853,1999-04-19,-3.1270639264667555,0.5501745696793509
2786,Canada,Vancouver,1864872,271411,179274,14534,44403,3369,11370,1998-07-20,1.763269541791821,-1.335127450431743
2787,France,Bordeaux,1228701,825783,383658,48903,156342,11003,31009,1998-12-30,1.1704801824038549,-1.967857959836668
2788,Brazil,Amazon_Region,9751,2286,1021,115,389,54,233,1998-12-21,-1.93727713348161,-3.219104847382798
2789,USA,Illinois,720488,138037,93981,9419,19088,11390,5540,1998-08-22,-0.1071992535331094,-2.5699940756529567
2790,Taiwan,Hualien_County,7223592,2097130,930492,132568,199902,222657,73795,1998-07-06,2.595969444828932,-2.4187338956450457
2791,Taiwan,Taichung_City,89783,14553,8654,577,1983,1970,1074,1999-02-21,-2.604738557508256,7.177168990234618
2792,Australia,Brisbane,2106146,1050200,444803,23830,192752,49111,23938,1998-06-09,-0.8665823898368763,9.314114221014716
2793,France,Lyon,24111,21709,9308,664,3357,1713,831,1998-12-07,0.1225354025007818,2.243434500939372
2794,Australia,Melbourne,499905,438295,321438,15016,66547,60847,17671,1998-08-11,2.2429425392786246,-0.2182463403309512
2795,Australia,Brisbane,170728,86815,56842,6492,7765,6500,3641,1999-02-19,-0.8665823898368763,9.314114221014716
2796,USA,Raccoon_City,4190,2946,1360,272,388,379,784,1998-06-22,38.8333,-97.5333
2797,Japan,Hokkaido,56369,10649,4435,243,1554,1179,551,1999-02-20,0.8748241824825881,-0.4771821068560608
2798,France,Lyon,1294974,684947,370906,28949,34469,49038,27842,1998-06-21,0.1225354025007818,2.243434500939372
2799,UK,Manchester,502246,370507,180257,4901,20266,32077,16007,1998-06-06,-0.1633074596956526,5.456915438611025
2800,Canada,Montreal,140842,43246,26256,1104,6637,3425,2428,1998-07-06,3.577033218814007,0.0643706388332788
2801,Australia,Perth,819590,163517,109743,6585,11331,12648,3266,1998-10-09,-2.3821152566781127,0.315955519096403
2802,Russia,Siberia_Zone,8975,2485,1264,81,187,292,551,1998-11-22,61.0137,99.1967
2803,Germany,Berlin,111045,29246,22799,2159,4878,3839,1347,1999-04-06,52.52,13.405
2804,Russia,Saint_Petersburg,28798,7434,5754,124,800,397,1135,1999-03-18,1.7025554541757133,0.217036944873728
2805,USA,California,5307,329,135,24,39,27,669,1999-05-29,-3.768367786224215,-7.269105964257913
2806,USA,Texas,965932,458163,281351,28662,35184,55165,17175,1998-06-21,-0.3616082962495004,-1.7712103761382976
2807,Brazil,Sao_Paulo,407615,62344,39018,3480,11394,4053,1303,1998-11-25,-23.5505,-46.6333
2808,Japan,Okinawa,91632,78260,40257,4263,14219,1261,2365,1998-05-02,-0.7058126639679835,7.705785461881211
