id,country,admin_region,latitude,longitude,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date
2279,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,32267,25222,12350,1103,4702,746,1206,1999-04-24
2280,UK,London_City,51.5074,-0.1278,26412,9598,6312,216,640,872,1190,1998-09-17
2281,Russia,Siberia_Zone,61.0137,99.1967,1213561,816111,527680,71896,147979,23872,18841,1998-11-10
2282,Canada,Ottawa,1.480608918212311,-1.9217980547608868,232479,135967,98388,9541,17826,11390,3515,1998-09-07
2283,UK,Manchester,-0.16330745969565263,5.456915438611025,12737146,11921842,8094654,1000666,1437279,278231,509171,1998-11-28
2284,Japan,Tokyo,35.6895,139.6917,17725,12459,8330,186,2008,1618,764,1999-02-08
2285,Russia,Siberia_Zone,61.0137,99.1967,624642,560655,436579,42143,78363,83804,15261,1998-08-28
2286,Germany,Munich,1.3304192527089729,0.9162062377984493,394685,106577,68433,5006,14513,12308,5137,1999-05-14
2287,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,2055785,891787,565014,70433,145381,32706,35809,1998-06-11
2288,Germany,Frankfurt,-4.724921723598893,2.452041664770111,2994288,1507006,709456,100928,261682,76961,27908,1998-05-03
2289,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,726275,585334,269692,22685,33070,86731,21462,1998-12-15
2290,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,466184,188357,128505,17955,23605,28079,7338,1998-12-15
2291,France,Lyon,0.12253540250078182,2.243434500939372,163344,86519,63958,4782,14931,2452,3964,1999-04-08
2292,UK,London_City,51.5074,-0.1278,171271,22479,16128,1115,3690,1284,1623,1998-09-18
2293,Canada,Montreal,3.577033218814007,0.06437063883327881,980963,180155,139203,11133,10384,3171,2630,1998-06-26
2294,USA,New_York,40.7128,-74.006,528927,196699,90412,9079,24107,7310,4606,1998-12-02
2295,Canada,Montreal,3.577033218814007,0.06437063883327881,525377,25702,19148,359,3943,1746,1641,1998-09-08
2296,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,141477,10394,6461,764,1660,770,994,1998-08-22
2297,Japan,Tokyo,35.6895,139.6917,10943,7324,5023,468,442,841,993,1998-11-07
2298,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,46713,3192,1656,142,575,79,696,1998-12-29
2299,Brazil,Sao_Paulo,-23.5505,-46.6333,53074,147,60,8,12,6,157,1999-02-18
2300,Canada,Montreal,3.577033218814007,0.06437063883327881,262819,15878,6389,569,1238,2253,829,1999-03-11
2301,Germany,Berlin,52.52,13.405,1479967,898646,431628,50039,53640,10750,26876,1998-05-28
2302,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,140254,74957,38052,6425,9928,5968,1539,1998-05-26
2303,Russia,Siberia_Zone,61.0137,99.1967,29159,22575,14301,430,2315,665,1182,1998-07-23
2304,UK,Manchester,-0.16330745969565263,5.456915438611025,4999,980,727,58,184,35,219,1999-04-12
2305,Australia,Perth,-2.3821152566781127,0.315955519096403,68443,38344,20461,3214,2451,3861,1462,1999-03-17
2306,France,Paris_District,1.1184999132560782,0.24669544334403318,23709,18179,13304,1571,3351,2286,311,1999-03-26
2307,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,853357,582854,287419,5858,74944,6191,13788,1998-11-18
2308,Japan,Tokyo,35.6895,139.6917,652642,197656,113015,8003,24911,28963,9658,1998-06-30
2309,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,35087,20608,9018,1375,2376,3068,832,1998-11-01
2310,Japan,Osaka,1.5102506162201896,-3.245233909150882,323854,225223,129540,13521,43804,33520,7556,1999-01-01
2311,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,198987,154869,105194,8909,28586,4903,2018,1998-05-01
2312,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,21623,20307,14798,272,3975,2195,564,1998-12-29
2313,UK,Birmingham,-2.8500477535126296,3.2832201705097055,349827,132995,77149,5706,23251,18587,5822,1998-06-01
2314,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,190449,5667,2805,368,551,332,372,1998-12-21
2315,Canada,Montreal,3.577033218814007,0.06437063883327881,852429,424302,174388,15631,60050,46817,9602,1998-05-17
2316,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,134610,41221,28248,1180,4628,5620,810,1998-07-28
2317,Japan,Okinawa,-0.7058126639679835,7.705785461881211,2934737,844095,442518,70863,99827,121450,41593,1998-06-21
2318,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,51893,33704,22629,2317,4375,1472,1130,1999-05-05
2319,Germany,Frankfurt,-4.724921723598893,2.452041664770111,10551,445,292,40,54,46,119,1998-10-11
2320,USA,Arklay_County,2.441439224449056,-2.9081933913488074,248281,127842,58771,10087,17615,7299,2045,1999-02-27
2321,UK,London_City,51.5074,-0.1278,1805537,1089565,812790,18045,72818,119463,18433,1998-06-01
2322,USA,New_York,40.7128,-74.006,18311,12638,6292,756,2497,1684,695,1998-11-14
2323,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,98175,89780,58929,3016,16341,4834,4047,1999-04-16
2324,UK,London_City,51.5074,-0.1278,528478,4950,3067,483,729,190,892,1999-05-14
2325,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,2455,1222,774,67,89,152,745,1998-11-17
2326,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,13228497,10984855,6386878,767190,1115535,585279,355818,1998-08-15
2327,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,283164,55077,33667,602,7779,7726,2174,1999-05-19
2328,Germany,Frankfurt,-4.724921723598893,2.452041664770111,71486,66290,46648,4429,6016,1770,1727,1999-04-01
2329,Australia,Brisbane,-0.8665823898368763,9.314114221014716,885946,160826,88319,2243,23401,23130,7033,1999-04-10
2330,France,Marseille,3.0758159318117744,0.8224238495790386,176568,106928,74683,4276,18437,8353,3563,1999-02-20
2331,Japan,Okinawa,-0.7058126639679835,7.705785461881211,58629,4214,1863,98,492,147,1006,1998-05-28
2332,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,773199,381713,241822,19962,35917,56829,19290,1999-04-02
2333,France,Paris_District,1.1184999132560782,0.24669544334403318,348470,83188,49739,7476,11324,4355,3866,1999-02-11
2334,Japan,Okinawa,-0.7058126639679835,7.705785461881211,3964,1174,805,77,182,144,100,1998-08-27
2335,UK,Birmingham,-2.8500477535126296,3.2832201705097055,79838,28118,16240,882,2320,3917,1449,1999-04-08
2336,Australia,Brisbane,-0.8665823898368763,9.314114221014716,55648,12383,8361,822,1132,150,316,1998-05-31
2337,UK,Edinburgh,0.6060610566215301,-4.154607930958573,81741,67330,49218,4239,9666,4647,830,1998-10-01
2338,UK,Manchester,-0.16330745969565263,5.456915438611025,310072,45076,23122,2587,2645,3173,817,1999-01-15
2339,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,2427,993,553,34,67,108,140,1998-08-15
2340,Germany,Berlin,52.52,13.405,1126907,1050555,543405,50398,195892,43283,42887,1999-01-06
2341,Antarctica,Rockfort_Island,-67.6167,62.8667,54646,30539,14846,1449,5461,757,667,1999-04-28
2342,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,754852,452982,286054,13908,28895,51984,14528,1998-08-15
2343,Russia,Moscow,-3.1270639264667555,0.5501745696793509,53565,37120,29479,2693,6849,2062,1537,1998-08-25
2344,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,86669,71410,29374,5900,10785,6980,1954,1998-12-31
2345,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,7039612,5487150,2758205,185159,997148,534458,268265,1998-07-18
2346,France,Marseille,3.0758159318117744,0.8224238495790386,20962,7263,5779,668,1222,136,648,1998-12-15
2347,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,57978,46139,24079,3781,3340,3415,1479,1998-05-23
2348,Japan,Tokyo,35.6895,139.6917,44364,8665,3468,746,1555,522,1161,1998-11-13
2349,Canada,Montreal,3.577033218814007,0.06437063883327881,4071080,1567487,1247861,125963,308238,192239,74609,1999-04-26
2350,Australia,Perth,-2.3821152566781127,0.315955519096403,12099,7682,5411,740,1397,652,468,1998-11-04
2351,Japan,Okinawa,-0.7058126639679835,7.705785461881211,925712,215823,100188,4985,17029,24061,9535,1998-12-03
2352,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,6871,2319,1049,41,130,294,1007,1999-01-02
2353,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,13283,6472,3987,580,1117,526,210,1998-10-01
2354,Brazil,Sao_Paulo,-23.5505,-46.6333,33893,7794,3153,418,1281,393,180,1998-11-11
2355,Australia,Brisbane,-0.8665823898368763,9.314114221014716,83350,60256,42219,2237,12024,5357,1630,1998-08-24
2356,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,1262955,874363,467014,80876,165096,108977,29513,1998-11-12
2357,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,101393,88827,70138,4027,6990,9680,4536,1998-06-24
2358,Australia,Perth,-2.3821152566781127,0.315955519096403,455916,28859,11767,638,2122,3432,2001,1998-10-22
2359,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,44269,37855,28355,702,4379,2336,705,1998-09-21
2360,France,Bordeaux,1.1704801824038547,-1.9678579598366681,185133,2967,1614,169,437,331,907,1999-03-10
2361,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,1291439,1011132,674427,11565,103664,27638,41338,1999-04-28
2362,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,576279,141067,112805,13487,16298,10295,5112,1998-12-03
2363,Russia,Siberia_Zone,61.0137,99.1967,498965,309575,219685,6149,38165,45337,13154,1999-01-12
2364,USA,California,-3.768367786224215,-7.269105964257913,4494,2858,1860,123,308,354,745,1998-09-04
2365,UK,London_City,51.5074,-0.1278,47806,17558,9405,670,958,2095,754,1998-10-20
2366,UK,Birmingham,-2.8500477535126296,3.2832201705097055,210765,41576,25218,1874,4332,5496,2112,1998-08-02
2367,Russia,Vladivostok,43.1155,131.8853,106639,3792,2327,292,302,321,646,1999-05-25
2368,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,57524,31687,21142,1781,2044,2516,1557,1998-12-05
2369,USA,Texas,-0.36160829624950047,-1.7712103761382976,29340,19623,14152,349,1793,2805,1226,1998-06-21
2370,France,Lyon,0.12253540250078182,2.243434500939372,1170094,417206,310493,7743,44803,16834,11868,1998-05-19
2371,Russia,Siberia_Zone,61.0137,99.1967,321132,58427,38403,2189,3099,3724,3358,1999-04-23
2372,UK,Manchester,-0.16330745969565263,5.456915438611025,936714,145147,80859,4090,27584,15902,5789,1998-12-23
2373,UK,Edinburgh,0.6060610566215301,-4.154607930958573,18639147,4716308,3566323,253263,285238,336736,100566,1998-10-18
2374,UK,London_City,51.5074,-0.1278,4427,3365,2247,325,289,140,386,1999-01-30
2375,Germany,Frankfurt,-4.724921723598893,2.452041664770111,275671,39857,17785,2858,6141,4640,1489,1999-02-19
2376,Russia,Moscow,-3.1270639264667555,0.5501745696793509,102000,42161,17721,3837,8319,1531,2287,1999-04-29
2377,Japan,Okinawa,-0.7058126639679835,7.705785461881211,1714592,1062142,478195,61759,193240,134359,31327,1998-10-07
2378,France,Paris_District,1.1184999132560782,0.24669544334403318,1182331,951892,679424,64802,62845,89064,17327,1998-12-26
2379,UK,Manchester,-0.16330745969565263,5.456915438611025,122000,59399,46517,2038,5494,8553,2640,1998-07-04
2380,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,213671,138153,94798,3191,8214,14618,4483,1998-12-03
2381,Russia,Siberia_Zone,61.0137,99.1967,1255225,609449,261021,10948,87255,58826,20718,1998-06-16
2382,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,689362,496187,331606,22088,85024,30519,21387,1998-07-13
2383,Germany,Frankfurt,-4.724921723598893,2.452041664770111,6276692,4685418,2124043,151788,405633,70105,70822,1998-10-11
2384,Russia,Vladivostok,43.1155,131.8853,279590,207615,120789,4621,20467,8518,5851,1998-11-14
2385,France,Marseille,3.0758159318117744,0.8224238495790386,84253,58920,27767,5464,9439,5721,1986,1999-03-24
2386,Germany,Berlin,52.52,13.405,29056,22334,14713,492,2193,2345,1731,1998-09-25
2387,France,Lyon,0.12253540250078182,2.243434500939372,246783,187789,123573,2723,18106,21476,2741,1998-07-25
2388,Russia,Moscow,-3.1270639264667555,0.5501745696793509,25642,21041,16098,366,3102,2798,1445,1998-05-09
2389,Japan,Okinawa,-0.7058126639679835,7.705785461881211,206899,91911,44439,962,5384,8623,4469,1999-01-08
2390,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,5210528,4395195,3399421,130206,738111,325201,82932,1998-12-18
2391,France,Paris_District,1.1184999132560782,0.24669544334403318,1143295,82170,58577,2618,5439,2367,2751,1999-05-11
2392,Germany,Munich,1.3304192527089729,0.9162062377984493,10986,3735,1657,259,231,544,169,1999-01-02
2393,Germany,Berlin,52.52,13.405,4694,4120,2213,87,538,208,270,1999-05-05
2394,France,Paris_District,1.1184999132560782,0.24669544334403318,5868,2313,1707,66,385,314,420,1998-05-01
2395,Canada,Montreal,3.577033218814007,0.06437063883327881,50113,41136,18588,3761,4861,1172,760,1999-01-22
2396,Russia,Vladivostok,43.1155,131.8853,84892,44695,20925,584,2943,2106,2298,1998-08-13
2397,Canada,Vancouver,1.763269541791821,-1.335127450431743,1527254,375032,266660,5333,45637,11178,11000,1998-12-20
2398,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,816094,76471,46077,3577,14660,6178,3762,1999-01-12
2399,Russia,Siberia_Zone,61.0137,99.1967,511116,338622,228925,29752,47152,25446,6076,1998-07-20
2400,France,Lyon,0.12253540250078182,2.243434500939372,49022,10464,6884,1031,1306,1473,859,1998-08-31
2401,USA,Raccoon_City,38.8333,-97.5333,53254,29203,13781,687,2077,3532,1878,1998-10-19
2402,France,Bordeaux,1.1704801824038547,-1.9678579598366681,42877,16025,12614,1043,1049,1105,1608,1999-03-03
2403,Canada,Vancouver,1.763269541791821,-1.335127450431743,2692634,1715066,1255409,17888,283793,123833,28636,1999-01-28
2404,Japan,Tokyo,35.6895,139.6917,47519,28091,14106,2687,4850,655,471,1999-04-24
2405,France,Marseille,3.0758159318117744,0.8224238495790386,9112,5265,3501,336,324,276,420,1999-01-02
2406,France,Marseille,3.0758159318117744,0.8224238495790386,116006,56891,22975,1804,10592,3921,3307,1999-04-28
2407,Japan,Osaka,1.5102506162201896,-3.245233909150882,3668890,2402402,969805,130314,317997,191347,96422,1999-05-11
2408,France,Marseille,3.0758159318117744,0.8224238495790386,142312,96560,40233,6441,12405,2351,2412,1998-11-10
2409,UK,Edinburgh,0.6060610566215301,-4.154607930958573,144961,29123,17438,318,4422,1694,1211,1998-08-20
2410,USA,Illinois,-0.1071992535331094,-2.5699940756529567,11988,6793,4385,111,709,862,1000,1998-05-23
2411,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,480743,6505,2998,632,1088,765,587,1999-05-17
2412,USA,California,-3.768367786224215,-7.269105964257913,1189671,584389,351274,46821,105939,84033,21137,1999-03-11
2413,Antarctica,Rockfort_Island,-67.6167,62.8667,114617,86485,56265,4982,8316,3752,4602,1998-11-18
2414,France,Marseille,3.0758159318117744,0.8224238495790386,722938,42169,28049,1286,4803,1063,1733,1998-08-14
2415,UK,Manchester,-0.16330745969565263,5.456915438611025,903,277,203,4,19,30,315,1998-08-02
2416,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,4008578,142367,83239,11518,23926,4974,2156,1998-05-25
2417,France,Bordeaux,1.1704801824038547,-1.9678579598366681,204087,109755,86539,9851,10438,9408,2763,1998-09-22
2418,Canada,Toronto,-2.097557183413056,-0.6387742714220199,41131,36193,28135,1190,4522,2606,1512,1999-05-01
2419,UK,Manchester,-0.16330745969565263,5.456915438611025,73218,22601,17943,554,1305,655,557,1998-05-19
2420,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,12600502,4382944,3425564,423840,547640,158064,84147,1998-11-26
2421,UK,Manchester,-0.16330745969565263,5.456915438611025,254468,51729,33462,2584,2853,4868,1805,1998-07-21
2422,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,346239,242316,144683,19133,20395,32335,8216,1998-06-15
2423,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,180626,86939,49530,4257,5156,4624,4545,1998-06-04
2424,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,54723,14412,8190,490,806,1741,931,1998-11-18
2425,Australia,Perth,-2.3821152566781127,0.315955519096403,9320,386,232,20,28,7,857,1998-05-23
2426,UK,Birmingham,-2.8500477535126296,3.2832201705097055,735817,596142,384676,30069,64641,34881,7886,1999-04-30
2427,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,81243,53401,28428,3043,5087,2252,1106,1999-02-24
2428,Canada,Montreal,3.577033218814007,0.06437063883327881,134666,124977,74746,11365,11033,13693,6592,1999-01-20
2429,France,Paris_District,1.1184999132560782,0.24669544334403318,1383845,738929,390894,14491,70760,27674,29167,1999-04-11
2430,Canada,Montreal,3.577033218814007,0.06437063883327881,739747,673951,361252,38244,35670,21905,21220,1999-04-14
2431,USA,Arklay_County,2.441439224449056,-2.9081933913488074,68164,45118,26147,699,8143,4303,2052,1998-11-03
2432,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,449243,183997,99777,11897,36397,18062,6533,1999-02-22
2433,USA,Florida,0.07366488477169875,-8.521986977221632,713713,159115,108010,10067,9048,8998,6461,1998-11-06
2434,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,37344,2147,1260,201,303,93,579,1998-12-26
2435,Australia,Sydney,-33.8688,151.2093,71282,419,284,36,77,39,740,1999-04-14
2436,Australia,Perth,-2.3821152566781127,0.315955519096403,300528,237290,165579,6949,36205,35564,9852,1999-05-08
2437,USA,Arklay_County,2.441439224449056,-2.9081933913488074,747369,442812,199410,20615,32129,11421,15782,1998-09-04
2438,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,365974,65230,38715,1568,10769,8900,1178,1999-02-15
2439,USA,Texas,-0.36160829624950047,-1.7712103761382976,360598,235057,133165,17049,44413,2812,5221,1999-05-27
2440,Canada,Montreal,3.577033218814007,0.06437063883327881,70556,61477,28836,3857,7229,6697,3201,1998-08-19
2441,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,26859,1466,744,129,227,37,546,1998-06-12
2442,Canada,Montreal,3.577033218814007,0.06437063883327881,445218,340224,197336,24294,48519,35801,4159,1999-02-25
2443,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,41914,33272,16098,608,5497,3211,1874,1998-09-11
2444,France,Lyon,0.12253540250078182,2.243434500939372,65857,40811,19907,683,3465,2592,948,1998-05-13
2445,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,4815,4282,3319,66,499,476,847,1998-05-11
2446,Russia,Vladivostok,43.1155,131.8853,50919,46746,20429,1371,3717,5609,1152,1998-08-10
2447,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,71089,52214,28035,5154,6906,6330,1712,1998-11-13
2448,Brazil,Sao_Paulo,-23.5505,-46.6333,23404,3760,1730,115,288,180,932,1999-05-26
2449,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,27547,2196,1063,92,421,214,1005,1998-06-24
2450,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,194074,78137,57562,4692,11472,4949,3375,1998-10-30
2451,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,476676,182016,95859,7487,33452,11848,5957,1998-05-19
2452,USA,Florida,0.07366488477169875,-8.521986977221632,491882,67376,29104,1582,8578,9505,2641,1999-04-28
2453,USA,California,-3.768367786224215,-7.269105964257913,576098,22449,12988,1640,4097,2895,1889,1999-01-17
2454,Russia,Siberia_Zone,61.0137,99.1967,1221765,289464,139921,24318,17077,34514,14878,1998-05-09
2455,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,1969219,541544,360921,39135,95753,38499,20141,1998-09-25
2456,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,117019,102667,50254,6700,14012,9595,3224,1998-05-25
